CLIENTNUM,Attrition_Flag,Customer_Age,Dependent_count,Education_Level,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender_F,Gender_M,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single
720171033,1,45.0,4,0.0,1.0,0.0,36,6,1,1,11498.0,1577,9921.0,0.756,4014,70,0.489,0.137,0,1,0,1,0
797166633,1,47.0,2,0.0,2.0,0.0,41,6,2,4,10606.0,1713,8893.0,0.899,2694,61,0.906,0.162,0,1,0,0,1
719661558,1,48.0,2,1.0,2.0,0.0,36,6,3,3,11656.0,1677,9979.0,1.524,1441,32,0.882,0.144,0,1,0,0,1
710364258,1,53.0,2,0.0,0.0,0.0,41,4,2,2,15815.0,1217,14598.0,1.266,2135,48,0.846,0.077,1,0,0,1,0
717547383,1,,2,1.0,0.0,0.0,32,2,3,1,2890.0,1392,1498.0,0.736,4233,77,0.791,0.482,1,0,0,1,0
714954033,1,29.0,0,2.0,0.0,0.0,36,5,2,3,5076.0,1223,3853.0,0.83,2675,57,0.629,0.241,1,0,0,0,1
712774008,1,59.0,0,0.0,0.0,0.0,46,6,1,2,3939.0,2517,1422.0,0.376,1489,34,0.545,0.639,0,1,0,1,0
710728458,1,62.0,1,0.0,0.0,0.0,36,3,3,2,7075.0,1396,5679.0,0.532,4409,75,0.531,0.197,1,0,0,0,1
716211258,1,59.0,1,1.0,0.0,0.0,49,6,5,4,4072.0,0,4072.0,0.464,1966,43,1.15,0.0,1,0,1,0,0
716492583,1,37.0,1,0.0,0.0,0.0,28,6,3,4,2388.0,1708,680.0,0.903,4539,89,0.745,0.715,1,0,0,0,1
814497483,1,60.0,0,0.0,1.0,0.0,55,6,1,2,6479.0,1393,5086.0,0.468,1618,47,0.958,0.215,0,1,0,1,0
710745633,1,53.0,1,0.0,3.0,0.0,36,2,3,3,19252.0,751,18501.0,0.814,14074,112,0.623,0.039,0,1,0,1,0
779367858,1,39.0,4,0.0,1.0,0.0,28,5,3,3,6224.0,1898,4326.0,1.103,3014,58,0.706,0.305,0,1,0,1,0
779542608,1,47.0,4,0.0,2.0,0.0,32,3,3,2,34010.0,1340,32670.0,0.744,1739,39,0.5,0.039,0,1,0,0,1
714923583,0,38.0,2,1.0,0.0,0.0,36,2,3,2,2369.0,0,2369.0,0.51,1924,48,0.548,0.0,1,0,1,0,0
714523383,1,43.0,3,1.0,1.0,0.0,33,3,2,2,2900.0,2122,778.0,0.631,4656,59,1.458,0.732,1,0,0,0,1
711199908,1,41.0,2,1.0,1.0,0.0,30,3,1,2,2317.0,1232,1085.0,0.733,3057,71,0.919,0.532,0,1,0,0,1
715478733,1,56.0,5,1.0,0.0,0.0,36,5,4,4,3088.0,2517,571.0,0.848,2292,54,0.862,0.815,1,0,0,1,0
712650333,1,48.0,3,1.0,1.0,0.0,37,3,3,2,11959.0,1665,10294.0,0.675,1191,40,0.481,0.139,0,1,0,1,0
711527508,0,46.0,3,0.0,1.0,0.0,34,2,3,2,8583.0,0,8583.0,0.358,1794,31,0.292,0.0,1,0,0,1,0
717836733,1,49.0,1,1.0,0.0,0.0,36,6,2,1,5153.0,1378,3775.0,0.744,4274,81,0.723,0.267,1,0,0,1,0
716564433,0,,1,1.0,0.0,0.0,36,3,2,4,4287.0,0,4287.0,0.294,1635,41,0.242,0.0,1,0,0,0,1
817968783,1,51.0,3,1.0,0.0,0.0,46,6,3,1,2927.0,1499,1428.0,0.649,4670,70,0.944,0.512,1,0,0,0,1
715847058,0,59.0,2,0.0,0.0,0.0,36,3,3,3,1863.0,1853,10.0,0.829,2462,40,0.29,0.995,1,0,1,0,0
817240833,1,51.0,2,1.0,0.0,0.0,36,4,3,1,4970.0,1591,3379.0,0.738,5023,78,0.733,0.32,1,0,0,0,1
789690483,1,39.0,4,0.0,2.0,0.0,25,6,2,3,8208.0,0,8208.0,1.568,3135,39,1.167,0.0,0,1,0,1,0
788780958,1,46.0,1,0.0,1.0,0.0,27,6,3,3,12781.0,1253,11528.0,0.638,1073,21,0.4,0.098,0,1,1,0,0
808964433,1,46.0,4,2.0,0.0,0.0,41,4,1,1,8693.0,1378,7315.0,0.799,1594,45,0.452,0.159,1,0,1,0,0
709279608,1,45.0,4,0.0,2.0,0.0,35,5,2,3,9852.0,2277,7575.0,0.831,3813,71,0.614,0.231,0,1,0,1,0
709991883,0,53.0,1,1.0,2.0,0.0,42,2,1,2,6214.0,1147,5067.0,0.861,938,35,0.75,0.185,0,1,0,1,0
709046958,1,46.0,2,0.0,1.0,1.0,39,2,1,1,30379.0,2175,28204.0,0.67,9059,100,0.562,0.072,0,1,0,1,0
711047658,1,46.0,3,0.0,0.0,0.0,38,4,2,2,1781.0,1315,466.0,0.704,4775,83,0.729,0.738,1,0,0,1,0
720802833,1,26.0,1,0.0,0.0,0.0,13,3,2,3,2404.0,1198,1206.0,0.501,2692,63,0.5,0.498,1,0,0,0,1
757786608,1,33.0,2,2.0,2.0,0.0,24,2,3,2,4178.0,2463,1715.0,0.815,16216,107,0.814,0.59,0,1,0,0,1
709624533,1,55.0,2,0.0,0.0,0.0,45,5,2,0,3187.0,2517,670.0,1.144,1627,38,0.652,0.79,1,0,0,1,0
826783233,1,57.0,3,0.0,0.0,0.0,53,1,3,2,3029.0,2214,815.0,0.7,4750,89,0.978,0.731,1,0,0,0,1
779696883,1,48.0,2,1.0,1.0,0.0,33,4,2,4,2998.0,1789,1209.0,0.807,1825,31,0.348,0.597,0,1,1,0,0
719474583,1,50.0,1,1.0,2.0,0.0,30,6,2,3,9771.0,1776,7995.0,0.46,2778,53,0.472,0.182,0,1,0,1,0
720660558,1,50.0,2,0.0,3.0,0.0,36,4,3,4,23911.0,2100,21811.0,0.988,4770,89,0.712,0.088,0,1,0,1,0
712955433,1,36.0,4,0.0,1.0,0.0,16,1,2,2,4370.0,1222,3148.0,0.648,7223,90,0.552,0.28,1,0,0,0,1
713941158,1,47.0,1,0.0,0.0,0.0,36,6,5,1,5222.0,2517,2705.0,0.569,4433,81,0.588,0.482,1,0,1,0,0
712542258,1,47.0,5,0.0,0.0,0.0,40,5,1,3,2950.0,2000,950.0,0.882,4742,79,0.837,0.678,1,0,0,1,0
767388783,1,43.0,3,0.0,1.0,0.0,36,3,3,1,9560.0,0,9560.0,0.802,4601,66,0.571,0.0,0,1,0,1,0
710581758,1,52.0,2,1.0,1.0,0.0,44,6,2,3,3360.0,1219,2141.0,0.412,1309,30,1.0,0.363,1,0,0,0,1
716355783,1,36.0,3,0.0,1.0,0.0,30,5,2,3,13080.0,0,13080.0,0.685,1999,44,0.571,0.0,0,1,0,1,0
788876208,1,,2,1.0,0.0,0.0,27,5,3,3,2265.0,0,2265.0,0.603,3826,71,0.543,0.0,1,0,0,0,1
712595433,1,58.0,2,0.0,3.0,0.0,49,6,2,3,9788.0,1794,7994.0,0.778,1805,37,0.762,0.183,0,1,0,0,1
714682233,1,48.0,3,1.0,2.0,0.0,43,1,4,1,9959.0,0,9959.0,0.751,14948,125,0.866,0.0,0,1,0,1,0
720130233,0,48.0,2,0.0,1.0,0.0,36,4,3,1,1641.0,0,1641.0,0.791,2536,45,0.364,0.0,0,1,0,0,1
711013983,0,55.0,4,0.0,1.0,0.0,45,2,4,3,2158.0,0,2158.0,0.585,615,12,0.714,0.0,1,0,0,1,0
714030183,1,,0,1.0,2.0,1.0,36,5,3,3,34516.0,1494,33022.0,1.229,3259,65,0.585,0.043,0,1,0,0,1
717631008,1,38.0,2,1.0,2.0,0.0,31,4,1,2,24296.0,0,24296.0,0.781,1886,48,0.5,0.0,0,1,0,1,0
771844458,1,40.0,3,1.0,0.0,0.0,28,6,1,2,20420.0,1657,18763.0,1.038,1804,41,0.864,0.081,1,0,0,1,0
720507108,0,42.0,3,1.0,0.0,0.0,28,3,3,2,1601.0,0,1601.0,0.63,2339,41,0.414,0.0,1,0,0,1,0
826401858,1,36.0,0,0.0,0.0,0.0,32,3,2,3,3687.0,1655,2032.0,0.742,2448,63,0.5,0.449,1,0,1,0,0
720377433,1,38.0,3,1.0,0.0,0.0,36,4,2,4,2396.0,2217,179.0,0.978,4593,74,0.721,0.925,1,0,0,1,0
756691608,1,37.0,3,1.0,0.0,0.0,30,5,3,3,4554.0,780,3774.0,0.658,4816,81,0.588,0.171,1,0,0,1,0
714334383,1,54.0,2,1.0,1.0,0.0,42,6,2,0,3583.0,0,3583.0,1.088,1065,28,1.545,0.0,0,1,0,1,0
719884983,1,52.0,2,1.0,1.0,0.0,44,3,4,2,1538.0,666,872.0,0.642,4808,64,0.684,0.433,0,1,0,0,1
721249158,0,42.0,2,0.0,1.0,0.0,30,2,2,3,6414.0,0,6414.0,0.718,708,14,0.4,0.0,0,1,0,0,1
788786208,1,46.0,2,1.0,0.0,0.0,27,6,3,3,9881.0,1794,8087.0,0.582,4725,85,0.735,0.182,1,0,0,1,0
715699983,1,56.0,3,0.0,1.0,0.0,36,5,1,3,9226.0,1233,7993.0,1.521,1626,29,1.636,0.134,0,1,0,1,0
719563158,1,48.0,2,0.0,1.0,0.0,36,6,3,2,4207.0,1921,2286.0,0.766,3850,75,0.562,0.457,0,1,0,1,0
715492983,1,40.0,3,2.0,3.0,0.0,36,4,2,4,7464.0,2517,4947.0,0.9,4348,62,0.879,0.337,0,1,0,1,0
712658283,1,36.0,3,1.0,1.0,0.0,28,3,2,3,3701.0,969,2732.0,1.079,3222,86,0.623,0.262,1,0,0,0,1
772051308,1,55.0,3,1.0,0.0,0.0,44,6,6,3,2553.0,1823,730.0,0.574,3853,69,0.683,0.714,1,0,0,0,1
711502908,1,44.0,3,1.0,1.0,0.0,39,6,2,2,7532.0,0,7532.0,0.476,3550,68,0.619,0.0,0,1,0,0,1
771471708,1,44.0,2,1.0,0.0,0.0,32,2,1,3,3080.0,1776,1304.0,0.973,5097,77,0.833,0.577,1,0,1,0,0
713372583,1,42.0,4,0.0,0.0,0.0,19,3,2,0,1438.3,0,1438.3,0.676,3786,67,0.523,0.0,1,0,0,0,1
780126033,0,50.0,4,0.0,1.0,0.0,35,6,1,5,12914.0,1227,11687.0,0.392,2082,54,0.459,0.095,0,1,0,1,0
809358708,1,38.0,3,0.0,2.0,0.0,33,6,2,2,34516.0,2135,32381.0,0.488,3514,63,0.703,0.062,0,1,0,0,1
713574708,1,39.0,3,1.0,1.0,0.0,28,6,2,2,1640.0,1177,463.0,0.695,3124,66,0.784,0.718,0,1,0,0,1
718569258,1,56.0,2,0.0,0.0,0.0,36,5,3,3,2029.0,974,1055.0,0.624,4170,73,0.553,0.48,1,0,0,1,0
757266933,1,52.0,2,2.0,1.0,0.0,45,4,1,4,11819.0,929,10890.0,0.773,2431,46,0.484,0.079,0,1,0,1,0
809169858,1,,2,1.0,1.0,0.0,56,2,3,2,18224.0,1383,16841.0,0.705,7728,93,0.576,0.076,0,1,0,0,1
783573408,1,42.0,4,1.0,1.0,0.0,36,3,1,2,2575.0,2136,439.0,0.722,5267,83,0.886,0.83,1,0,0,0,1
713282733,1,37.0,2,1.0,1.0,0.0,24,4,3,1,3375.0,1730,1645.0,0.514,4341,64,0.684,0.513,1,0,0,0,1
716535408,1,43.0,3,0.0,1.0,0.0,32,3,1,3,12219.0,1462,10757.0,0.558,3843,69,0.605,0.12,0,1,0,1,0
718555308,1,59.0,1,0.0,1.0,0.0,51,3,4,3,3808.0,713,3095.0,0.787,4845,88,0.63,0.187,0,1,0,0,1
716791908,1,43.0,1,1.0,2.0,0.0,23,5,2,1,14566.0,1045,13521.0,0.417,4480,77,0.791,0.072,0,1,0,1,0
789983133,1,31.0,2,1.0,2.0,1.0,22,2,3,2,34516.0,1780,32736.0,0.839,14185,98,0.69,0.052,0,1,1,0,0
709008708,1,47.0,3,1.0,0.0,0.0,34,2,1,2,8390.0,0,8390.0,0.8,8316,92,0.704,0.0,0,1,0,1,0
773373108,1,49.0,4,0.0,0.0,0.0,43,4,2,0,2826.0,2070,756.0,0.541,1025,28,0.647,0.732,1,0,0,1,0
713180433,1,,2,1.0,0.0,0.0,48,5,3,2,3934.0,2517,1417.0,0.682,4837,87,0.673,0.64,1,0,0,0,1
711588708,0,50.0,2,0.0,1.0,0.0,36,1,3,1,1438.3,458,980.3,0.613,1863,42,0.312,0.318,1,0,0,1,0
809292483,1,44.0,4,1.0,0.0,0.0,39,4,2,2,8128.0,1846,6282.0,0.857,1224,32,0.778,0.227,1,0,0,1,0
717595908,1,54.0,1,0.0,1.0,0.0,37,5,1,1,9453.0,2188,7265.0,0.572,1688,45,0.452,0.231,0,1,0,1,0
711494208,1,52.0,2,0.0,0.0,0.0,36,3,3,3,2846.0,1606,1240.0,0.697,5092,86,0.792,0.564,0,1,0,1,0
718471758,1,49.0,4,2.0,1.0,1.0,37,5,2,2,30976.0,2051,28925.0,0.684,3193,69,0.725,0.066,0,1,0,0,1
718437033,0,46.0,2,0.0,1.0,0.0,30,4,3,2,1438.3,681,757.3,0.731,2527,38,0.583,0.473,0,1,1,0,0
715354983,1,44.0,3,1.0,1.0,0.0,35,6,3,1,6327.0,0,6327.0,0.666,3653,77,0.674,0.0,0,1,0,1,0
720411183,1,34.0,1,0.0,0.0,0.0,22,6,1,0,10253.0,1857,8396.0,1.193,3042,66,0.941,0.181,1,0,0,0,1
719860308,0,42.0,2,1.0,0.0,0.0,36,2,3,3,1438.3,0,1438.3,0.663,2418,48,0.778,0.0,1,0,0,1,0
710785383,0,49.0,2,1.0,0.0,0.0,39,3,3,1,2212.0,0,2212.0,0.942,2394,55,0.897,0.0,1,0,0,1,0
709452633,1,56.0,4,0.0,0.0,0.0,36,3,1,3,8881.0,2145,6736.0,0.705,2027,49,0.815,0.242,1,0,0,0,1
787669233,1,51.0,2,2.0,2.0,0.0,41,3,3,2,34516.0,1046,33470.0,1.001,3435,76,0.727,0.03,0,1,0,0,1
811889808,1,43.0,3,1.0,2.0,0.0,38,3,5,1,23459.0,2305,21154.0,0.636,7279,83,0.627,0.098,0,1,0,1,0
714909108,1,33.0,3,1.0,0.0,0.0,36,5,3,3,4838.0,1338,3500.0,0.707,2641,67,0.595,0.277,1,0,0,0,1
769330908,1,49.0,4,0.0,0.0,0.0,43,5,3,4,2574.0,1555,1019.0,0.583,4134,62,0.55,0.604,1,0,0,1,0
718403358,1,49.0,2,0.0,1.0,0.0,33,4,2,1,7231.0,2517,4714.0,0.865,3912,67,0.763,0.348,1,0,1,0,0
771795933,0,49.0,4,0.0,3.0,0.0,38,3,3,4,34516.0,2517,31999.0,0.7,2376,55,0.486,0.073,0,1,0,0,1
797668983,1,42.0,4,1.0,0.0,0.0,36,6,2,1,1438.3,0,1438.3,0.795,4396,70,0.628,0.0,1,0,0,1,0
715663458,1,51.0,4,0.0,0.0,0.0,39,2,3,1,2268.0,651,1617.0,0.717,5016,88,0.66,0.287,1,0,0,1,0
773073558,1,44.0,3,1.0,0.0,0.0,36,6,3,3,1467.0,896,571.0,0.692,1731,54,0.5,0.611,1,0,1,0,0
712208658,1,43.0,2,0.0,1.0,0.0,33,1,2,1,13165.0,1255,11910.0,0.81,8126,95,0.667,0.095,0,1,0,0,1
716264358,1,53.0,3,0.0,2.0,0.0,42,2,1,2,26792.0,1836,24956.0,1.432,2398,47,0.88,0.069,0,1,0,1,0
714829683,1,43.0,2,2.0,2.0,0.0,36,3,3,3,10851.0,1101,9750.0,0.702,3688,65,0.757,0.101,0,1,0,0,1
780481308,1,37.0,3,1.0,0.0,0.0,24,3,2,2,10584.0,1550,9034.0,0.692,1567,33,0.32,0.146,1,0,0,1,0
780180033,1,31.0,0,1.0,0.0,0.0,20,5,1,1,1438.3,0,1438.3,0.689,4397,86,0.755,0.0,1,0,0,1,0
709185108,1,38.0,3,0.0,1.0,0.0,26,5,4,2,5824.0,1542,4282.0,0.827,1801,44,0.571,0.265,0,1,0,1,0
770717883,1,42.0,2,1.0,1.0,0.0,28,6,2,1,1820.0,0,1820.0,0.658,4592,67,0.811,0.0,1,0,0,1,0
713569158,0,43.0,3,0.0,1.0,0.0,34,1,3,2,1654.0,1474,180.0,0.586,2086,47,0.621,0.891,1,0,0,0,1
713744058,1,41.0,3,0.0,0.0,0.0,36,6,2,3,2359.0,1509,850.0,1.1,5232,78,0.814,0.64,1,0,0,1,0
767414808,1,,0,0.0,0.0,0.0,51,2,3,3,6996.0,2092,4904.0,0.794,15017,120,0.765,0.299,1,0,0,1,0
719964933,1,50.0,5,1.0,0.0,0.0,41,3,2,2,1438.3,0,1438.3,0.683,4550,78,0.857,0.0,1,0,0,0,1
719488008,1,39.0,1,1.0,0.0,0.0,36,3,3,1,2490.0,1281,1209.0,0.551,1902,34,0.619,0.514,1,0,0,1,0
709500183,0,46.0,3,1.0,0.0,0.0,36,2,3,4,1804.0,0,1804.0,0.537,2077,44,0.419,0.0,1,0,0,1,0
712716108,1,,2,1.0,0.0,0.0,36,1,1,1,5785.0,2130,3655.0,0.813,7950,86,0.593,0.368,1,0,0,0,1
788528958,1,45.0,4,1.0,3.0,0.0,38,1,1,3,9036.0,0,9036.0,0.753,8356,79,0.681,0.0,0,1,0,0,1
720782658,1,42.0,4,1.0,1.0,0.0,36,4,2,3,3591.0,1749,1842.0,0.733,5079,80,0.905,0.487,0,1,0,1,0
778245633,1,43.0,3,1.0,0.0,0.0,33,3,3,1,2341.0,1818,523.0,0.833,4356,70,0.628,0.777,1,0,0,0,1
720650208,1,,3,1.0,1.0,0.0,22,3,3,3,12588.0,2005,10583.0,0.996,1561,26,1.0,0.159,1,0,1,0,0
749211483,1,52.0,0,1.0,1.0,0.0,45,4,2,1,4597.0,1905,2692.0,0.906,4932,67,0.914,0.414,1,0,0,1,0
714690633,1,51.0,3,1.0,0.0,0.0,36,1,3,1,3276.0,1474,1802.0,0.759,14212,116,0.681,0.45,1,0,0,0,1
715398858,1,57.0,3,2.0,0.0,0.0,36,4,3,2,2525.0,1203,1322.0,0.725,4360,78,0.857,0.476,1,0,0,1,0
713499408,1,49.0,1,0.0,0.0,0.0,35,5,2,2,1438.3,0,1438.3,0.681,4109,71,0.919,0.0,0,1,0,1,0
715937133,1,64.0,1,0.0,1.0,0.0,52,6,2,2,4999.0,2299,2700.0,0.716,1601,48,0.5,0.46,1,0,0,1,0
718464258,1,51.0,3,0.0,0.0,0.0,25,2,2,2,9512.0,1082,8430.0,0.701,1007,22,1.444,0.114,1,0,1,0,0
773442258,1,57.0,1,2.0,2.0,0.0,51,5,2,2,8571.0,1616,6955.0,0.6,1397,28,0.647,0.189,0,1,0,1,0
715720083,1,47.0,5,0.0,2.0,0.0,39,6,2,3,13241.0,0,13241.0,1.002,3157,76,0.551,0.0,0,1,0,0,1
709332408,1,44.0,1,0.0,0.0,0.0,36,3,3,3,6159.0,1640,4519.0,0.619,13517,106,0.656,0.266,1,0,0,0,1
719335233,1,47.0,3,0.0,0.0,1.0,27,5,3,4,14335.0,938,13397.0,0.445,3610,75,0.531,0.065,1,0,0,1,0
713015433,1,50.0,4,0.0,0.0,0.0,36,2,4,3,2407.0,1102,1305.0,0.736,4543,71,0.775,0.458,1,0,0,1,0
711534183,1,41.0,2,0.0,2.0,0.0,36,4,2,4,28830.0,0,28830.0,0.786,3533,57,0.966,0.0,0,1,0,0,1
711850533,1,46.0,4,0.0,0.0,0.0,36,5,1,4,3818.0,0,3818.0,0.885,4272,71,0.578,0.0,1,0,0,0,1
718711158,0,52.0,3,1.0,3.0,0.0,36,1,2,3,3841.0,2517,1324.0,0.841,2680,51,0.545,0.655,0,1,0,1,0
716853258,1,64.0,1,1.0,0.0,0.0,45,5,3,2,4417.0,0,4417.0,0.904,4253,72,0.895,0.0,0,1,0,0,1
709957158,1,48.0,4,0.0,1.0,0.0,40,5,1,2,2514.0,2251,263.0,0.852,3942,65,0.625,0.895,0,1,0,1,0
717321783,1,50.0,1,0.0,1.0,0.0,45,5,2,2,10344.0,1274,9070.0,0.445,1617,47,0.424,0.123,0,1,0,0,1
712821333,1,60.0,0,0.0,1.0,0.0,47,3,3,3,9452.0,2517,6935.0,0.73,1825,50,0.613,0.266,0,1,0,1,0
709141908,1,53.0,2,1.0,2.0,0.0,41,2,3,1,10301.0,2451,7850.0,0.906,16359,111,0.657,0.238,0,1,0,1,0
718344033,1,47.0,2,1.0,3.0,0.0,35,4,3,2,3636.0,1010,2626.0,0.596,1564,59,0.686,0.278,0,1,0,1,0
712160058,0,59.0,2,0.0,0.0,0.0,51,5,5,4,1438.3,0,1438.3,0.656,2146,44,0.63,0.0,1,0,0,1,0
709000008,1,45.0,3,0.0,2.0,0.0,37,6,2,2,10651.0,672,9979.0,0.767,2073,54,0.543,0.063,0,1,0,0,1
709813008,1,44.0,3,0.0,0.0,0.0,35,5,3,0,3398.0,2415,983.0,0.891,4509,93,0.661,0.711,1,0,1,0,0
799731033,1,34.0,2,2.0,0.0,0.0,28,3,3,2,1438.3,0,1438.3,0.892,3044,91,0.896,0.0,1,0,0,0,1
817029108,1,47.0,4,2.0,1.0,0.0,27,4,6,3,6885.0,1611,5274.0,0.955,3804,67,0.861,0.234,1,0,0,0,1
767784708,0,48.0,0,2.0,1.0,0.0,41,2,3,4,7277.0,504,6773.0,0.582,2356,40,0.29,0.069,0,1,0,1,0
714947883,1,59.0,1,1.0,1.0,0.0,36,6,2,2,2300.0,1965,335.0,0.596,1693,27,0.688,0.854,0,1,0,1,0
712718958,1,49.0,2,0.0,1.0,0.0,36,2,1,1,3308.0,2150,1158.0,0.879,15019,101,0.656,0.65,0,1,1,0,0
815908908,0,47.0,4,0.0,0.0,0.0,42,3,4,3,6263.0,2517,3746.0,0.857,2613,50,0.724,0.402,1,0,0,0,1
771051783,1,53.0,3,0.0,3.0,0.0,40,6,2,5,4182.0,741,3441.0,0.885,1297,24,1.182,0.177,0,1,0,1,0
716512383,1,39.0,2,0.0,0.0,0.0,36,1,3,1,2816.0,2517,299.0,0.742,4817,87,0.776,0.894,1,0,0,1,0
717651333,1,55.0,2,1.0,0.0,0.0,43,1,3,1,1745.0,1168,577.0,0.701,4562,67,0.634,0.669,1,0,0,0,1
780222408,1,49.0,5,1.0,0.0,0.0,36,1,3,2,3272.0,2085,1187.0,0.417,4444,83,0.627,0.637,1,0,0,0,1
720725058,0,51.0,1,1.0,0.0,0.0,37,1,3,4,7176.0,0,7176.0,0.45,1375,33,0.65,0.0,1,0,0,0,1
797641683,1,40.0,3,0.0,2.0,0.0,34,4,3,2,14840.0,2043,12797.0,0.778,16256,111,0.85,0.138,0,1,0,1,0
778867533,0,59.0,0,2.0,1.0,0.0,40,1,4,1,1438.3,0,1438.3,1.038,689,23,0.353,0.0,1,0,0,1,0
716212383,0,38.0,1,0.0,3.0,0.0,30,5,3,3,10874.0,2415,8459.0,0.933,4619,59,0.372,0.222,0,1,0,0,1
755273658,1,52.0,2,1.0,0.0,0.0,45,3,3,3,2548.0,1683,865.0,0.75,2055,54,0.636,0.661,1,0,0,1,0
717364458,1,36.0,3,0.0,0.0,0.0,26,6,1,4,4331.0,1445,2886.0,1.07,2053,33,1.75,0.334,1,0,0,1,0
819977058,1,46.0,2,0.0,1.0,0.0,41,3,3,2,3150.0,1543,1607.0,0.998,3432,71,0.972,0.49,0,1,0,0,1
